,0
0382,-9.22981
0383,-8.92495
0384,-8.28236
0385,-9.47251
0386,-8.02165
0387,-10.03742
0388,-9.83799
0389,-8.85605
0390,-9.36402
0391,-9.62358
0392,-9.18437
0393,-9.36485
0394,-8.94022
0395,-8.77924
0396,-9.36494
0397,-8.80412
0398,-9.23045
0399,-9.71418
0400,-8.64169
0401,-9.15435
0402,-9.49353
0403,-9.26124
0404,-7.8845
0405,-8.91877
0406,-8.73862
0407,-9.76286
0408,-9.42706
0409,-8.64387
0410,-9.11999
0411,-9.87449
0412,-9.6465
0413,-8.88528
0414,-8.66733
0415,-9.41636
0416,-9.61588
0417,-8.61788
0418,-9.99463
0419,-9.05431
0420,-9.53661
0421,-8.68192
0422,-9.21497
0423,-8.58744
0424,-9.78784
0425,-9.45496
0426,-9.54878
0427,-8.49006
0428,-9.04667
0429,-8.76892
0430,-9.26533
0431,-8.6233
0432,-8.84786
0433,-8.61885
0434,-8.21643
0435,-8.74803
0436,-8.57226
0437,-9.19353
0438,-8.43813
0439,-8.24631
0440,-9.36964
0441,-9.10158
0442,-8.93686
0443,-8.99246
0444,-8.84575
0445,-9.32955
0446,-8.89214
0447,-9.49262
0448,-8.0087
0449,-9.09176
0450,-9.35526
0451,-8.12278
0452,-8.91055
0453,-8.22191
0454,-9.13925
0455,-8.13029
0456,-8.81172
0457,-9.40312
0458,-8.36859
0459,-9.1523
0460,-9.78499
0461,-9.21154
0462,-9.79517
0463,-9.10685
0464,-8.08265
0465,-9.1775
0466,-8.71477
0467,-8.70807
0468,-10.07086
0469,-8.77503
0470,-9.17239
0471,-9.18806
0472,-9.25129
0473,-8.42744
0474,-9.06551
0475,-9.60812
0476,-9.15766
0477,-8.81081
0478,-8.61589
0479,-8.13185
0480,-9.62526
0481,-8.92773
0482,-9.89738
0483,-9.12854
0484,-9.02013
0485,-8.87772
0486,-8.94277
0487,-8.27183
0488,-9.01646
0489,-9.15159
0490,-9.33977
0491,-9.3034
0492,-9.54656
0493,-9.38877
0494,-8.70649
0495,-9.46264
0496,-9.10055
0497,-8.69554
0498,-8.74349
0499,-8.90031
0500,-9.78473
0501,-8.78648
0502,-9.42139
0503,-9.69579
0504,-10.30371
0505,-10.41432
0506,-9.73923
0507,-9.42738
0508,-8.76371
0509,-8.97632
0510,-9.30172
0511,-9.41848
0512,-9.83358
0513,-8.76805
0514,-9.33039
0515,-9.33187
0516,-8.80473
0517,-9.40442
0518,-8.84385
0519,-9.36346
0520,-9.43979
0521,-9.70601
0522,-9.01675
0523,-9.30364
0524,-10.53785
0525,-8.95359
0526,-9.97702
0527,-10.3624
0528,-8.19436
0529,-8.75728
0530,-9.78622
0531,-9.23986
0532,-8.07851
0533,-8.71115
0534,-8.33034
0535,-9.05424
0536,-10.26011
0537,-9.05911
0538,-8.54548
0539,-9.27558
0540,-8.96356
0541,-7.76874
0542,-9.22476
0543,-8.6095
0544,-8.11901
0545,-9.30159
0546,-8.29777
0547,-8.5095
0548,-8.54552
0549,-9.25704
0550,-8.11158
0551,-9.08389
0552,-8.68263
0553,-9.0389
0554,-7.98055
0555,-9.97924
0556,-8.87073
0557,-9.0956
0558,-9.58904
0559,-9.32098
0560,-9.33898
0561,-9.77297
0562,-8.55293
0563,-7.61683
0564,-8.64285
0565,-9.30055
0566,-8.74819
0567,-7.9213
0568,-8.25411
0569,-8.55641
0570,-8.45406
0571,-9.44941
0572,-9.56469
0573,-8.7238
0574,-8.82089
0575,-8.35029
0576,-9.37441
0577,-7.52857
0578,-8.81393
0579,-8.29907
0580,-8.895
0581,-8.44234
0582,-9.23044
0583,-8.69114
0584,-8.62523
0585,-8.85051
0586,-8.30668
0587,-7.97176
0588,-8.23
0589,-7.95573
0590,-8.05275
0591,-8.15552
0592,-8.69566
0593,-8.16398
0594,-8.40567
0595,-8.65593
0596,-8.74897
0597,-8.91777
0598,-8.63069
0599,-8.54904
0600,-8.50134
0601,-9.17898
0602,-8.17525
0603,-9.38407
0604,-8.39033
0605,-9.03294
0606,-8.8531
0607,-8.51177
0608,-8.82707
0609,-8.10667
0610,-8.50778
0611,-8.38879
0612,-8.60848
0613,-8.23995
0614,-9.67228
0615,-9.05469
0616,-8.28636
0617,-8.22756
0618,-8.70473
0619,-8.44331
0620,-9.04854
0621,-10.01105
0622,-9.00881
0623,-10.104
0624,-9.30277
0625,-8.61555
0626,-10.08972
0627,-9.5013
0628,-9.24575
0629,-9.13488
0630,-8.1151
0631,-9.32875
0632,-9.67071
0633,-8.05592
0634,-7.8073
0635,-8.34663
0636,-7.52167
0637,-8.41528
0638,-7.9708
0639,-8.90863
0640,-8.75119
0641,-9.36743
0642,-8.5353
0643,-9.93237
0644,-9.9292
0645,-8.51948
0646,-8.7763
0647,-8.67059
0648,-9.71722
0649,-8.58239
0650,-8.82097
0651,-9.21594
0652,-8.18229
0653,-8.32819
0654,-8.63876
0655,-8.73049
0656,-7.19913
0657,-8.80222
0658,-7.8076
0659,-7.94905
0660,-7.78097
0661,-7.47348
0662,-7.07815
0663,-6.93895
0664,-7.25332
0665,-7.81867
0666,-7.11847
0667,-8.35201
0668,-8.34627
0669,-8.31243
0670,-8.57283
0671,-8.71807
0672,-8.85348
0673,-8.0633
0674,-7.73033
0675,-8.45455
0676,-9.70013
0677,-8.93171
0678,-9.10932
0679,-8.92947
0680,-9.69878
0681,-9.35877
0682,-9.22914
0683,-9.05778
0684,-9.08356
0685,-8.81962
0686,-7.79177
0687,-9.29591
0688,0.0
0689,-9.52271
0690,-9.71721
0691,-8.75233
0692,-8.65404
0693,-9.26319
0694,-8.88516
0695,0.0
0696,-9.42693
0697,-9.13534
0698,-8.56624
0699,-9.30435
0700,-9.69556
0701,-9.36113
0702,-8.66019
0703,-10.23574
0704,-8.50754
0705,-9.46843
0706,-9.40214
0707,-9.11391
0708,-9.49942
0709,-9.2895
0710,-9.07528
0711,-7.8524
0712,-8.63617
0713,-9.30269
0714,-8.40349
0715,-8.45153
0716,-8.38302
0717,-8.59802
0718,-9.55906
0719,-7.46711
0720,-10.22733
0721,-9.66095
0722,-8.9072
0723,-9.49325
0724,-8.33719
0725,-8.79315
0726,-9.56617
0727,-10.07362
0728,-8.54244
0729,-8.78358
0730,-8.76361
0731,-9.17344
0732,-9.04823
0733,-9.37955
0734,-9.49982
0735,-8.63894
0736,-9.47381
0737,-9.27598
0738,-9.10506
0739,-9.71152
0740,-9.82357
0741,-8.78
0742,-8.47312
0743,-8.43408
0744,-8.95618
0745,-9.80319
0746,-9.23663
0747,-9.04497
0748,-9.22301
0749,-9.24162
0750,-7.92203
0751,-8.98435
0752,-9.80796
0753,-8.81017
0754,-9.02927
0755,-8.90601
0756,-9.48619
0757,-8.77269
0758,-8.81826
0759,-8.30888
0760,-9.98206
0761,-8.71227
0762,-9.27576
0763,-8.94621
0764,-9.06141
0765,-9.30818
0766,-8.68899
0767,-10.13242
0768,-10.51402
0769,-9.27579
0770,-8.86672
0771,-9.85014
0772,-8.58536
0773,-9.43291
0774,-8.34863
0775,-9.3558
0776,-10.72765
0777,-8.35921
0778,-8.58179
0779,-9.11788
0780,-8.46341
0781,-8.42831
0782,-8.45176
0783,-7.94214
0784,-9.75248
0785,-8.81503
0786,-8.1333
0787,-8.90138
0788,-8.15672
0789,-7.98671
0790,-8.52373
0791,-9.63398
0792,-8.73266
0793,-8.27369
0794,-9.22856
0795,-7.60734
0796,-9.2894
0797,-8.19835
0798,-9.11862
0799,-9.04021
0800,-8.07327
0801,-8.61373
0802,-8.2083
0803,-8.99895
0804,-8.99772
0805,-8.74622
0806,-9.21976
0807,-9.59862
0808,-9.11822
0809,-9.74236
0810,-8.98208
0811,-8.60451
0812,-8.38682
0813,-9.65243
0814,-8.88346
0815,-9.1592
0816,-7.28732
0817,-8.64792
0818,-8.18763
0819,-8.95926
0820,-8.89827
0821,-8.14018
0822,-8.37194
0823,-8.09749
0824,-7.33358
0825,-8.19789
0826,-8.1119
0827,-9.43485
0828,-9.26659
0829,-9.35742
0830,-8.40694
0831,-7.90039
0832,-8.73485
0833,-9.08522
0834,-8.91985
0835,-9.21069
0836,-8.91866
0837,-8.98447
0838,-8.59548
0839,-9.79092
0840,-9.08262
0841,-8.10809
0842,-8.56518
0843,-9.28284
0844,-8.0263
0845,-9.07062
0846,-9.02762
0847,-8.62291
0848,-9.35631
0849,-7.57209
0850,-7.38017
0851,-8.34025
0852,-8.80688
0853,-9.32127
0854,-7.84202
0855,-8.58559
0856,-8.49351
0857,-7.92175
0858,-8.58702
0859,-8.38548
0860,-8.45686
0861,-8.62806
0862,-8.80549
0863,-8.52721
0864,-8.51357
0865,-9.23493
0866,-8.47115
0867,-8.07605
0868,-8.42258
0869,-7.92985
0870,-8.80941
0871,-7.67599
0872,-8.73207
0873,-8.14896
0874,-8.91467
0875,-9.97882
0876,-8.8551
0877,-8.41259
0878,-8.32859
0879,-8.70923
0880,-8.08972
0881,-9.07983
0882,-9.20267
0883,-8.54982
0884,-8.46865
0885,-8.85515
0886,-8.67632
0887,-8.67603
0888,-9.44098
0889,-8.11786
0890,-8.86652
0891,-8.82855
0892,-9.04692
0893,-8.71904
0894,-8.56913
0895,-8.88772
0896,-8.89565
0897,-7.93363
0898,-8.65558
0899,-8.05401
0900,-9.46956
0901,-8.31034
0902,-9.20024
0903,-9.34623
0904,-8.02967
0905,-9.47994
0906,-8.27235
0907,-8.35029
0908,-9.14056
0909,-8.21951
0910,-8.85038
0911,-8.18695
0912,-8.47054
0913,-8.33041
0914,-8.57106
0915,-8.37562
0916,-7.9722
0917,-7.46147
0918,-6.97932
0919,-8.07387
0920,-8.31208
0921,-7.67297
0922,-7.92256
0923,-7.17145
0924,-7.78498
0925,-7.71663
0926,-7.52621
0927,-8.16306
0928,-8.54907
0929,-8.15521
0930,-7.77316
0931,-7.17191
0932,-9.23374
0933,-8.48288
0934,-8.59111
0935,-8.50816
0936,-8.74789
0937,-9.39152
0938,-8.46004
0939,-9.3118
0940,-8.37917
0941,-9.17829
0942,-8.38991
0943,-8.75804
0944,-8.95399
0945,-9.41146
0946,-8.27987
0947,-8.44294
0948,-7.70367
0949,-7.89964
0950,-9.05101
0951,-7.41009
0952,-9.04701
0953,-8.84955
0954,-8.48635
0955,-8.40309
0956,-8.6367
0957,-8.44602
0958,-8.46924
0959,-8.65357
0960,-9.05129
0961,-8.95048
0962,-8.37762
0963,-8.70694
0964,-8.29819
0965,-8.58768
0966,-8.35624
0967,-9.17265
0968,-8.78865
0969,-8.80923
0970,-9.16963
0971,-9.00177
0972,-9.00206
0973,-8.8335
0974,-8.03564
0975,-9.43224
0976,-8.5091
0977,-8.87837
0978,-8.5072
0979,-9.30933
0980,-8.11076
0981,-8.61004
0982,-9.26344
0983,-8.96651
0984,-8.96154
0985,-9.52349
0986,-9.26271
0987,-9.48729
0988,-9.42692
0989,-8.88125
0990,-8.68309
0991,-8.71706
0992,-8.81393
0993,-9.66594
0994,-9.33214
0995,-8.76654
0996,-9.22133
0997,-8.37156
0998,-9.19823
0999,-8.72
